Ticker,Company,Sector,Industry,Country
MREO,Mereo BioPharma Group plc,Healthcare,Biotechnology,United Kingdom
MRIN,Marin Software Incorporated,Technology,Software - Application,USA
MRK,"Merck & Co., Inc.",Healthcare,Drug Manufacturers - General,USA
MRKR,"Marker Therapeutics, Inc.",Healthcare,Biotechnology,USA
MRLN,Marlin Business Services Corp.,Financial,Credit Services,USA
MRM,MEDIROM Healthcare Technologies Inc.,Consumer Cyclical,Personal Services,Japan
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,USA
MRNS,"Marinus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA
MRSN,"Mersana Therapeutics, Inc.",Healthcare,Biotechnology,USA
MRTN,"Marten Transport, Ltd.",Industrials,Trucking,USA
MRTX,"Mirati Therapeutics, Inc.",Healthcare,Biotechnology,USA
MRUS,Merus N.V.,Healthcare,Biotechnology,Netherlands
MRVI,"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology,USA
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,USA
MS,Morgan Stanley,Financial,Capital Markets,USA
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,USA
MSAC,Medicus Sciences Acquisition Corp.,Financial,Shell Companies,USA
MSB,Mesabi Trust,Basic Materials,Steel,USA
MSBI,"Midland States Bancorp, Inc.",Financial,Banks - Regional,USA
MSC,Studio City International Holdings Limited,Consumer Cyclical,Resorts & Casinos,Hong Kong
MSCI,MSCI Inc.,Financial,Financial Data & Stock Exchanges,USA
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MSDAU,MSD Acquisition Corp.,Financial,Shell Companies,USA
MSEX,Middlesex Water Company,Utilities,Utilities - Regulated Water,USA
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA
MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,USA
MSGM,Motorsport Games Inc.,Communication Services,Electronic Gaming & Multimedia,USA
MSGN,MSG Networks Inc.,Communication Services,Entertainment,USA
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,USA
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,USA
MSM,"MSC Industrial Direct Co., Inc.",Industrials,Industrial Distribution,USA
MSN,Emerson Radio Corp.,Technology,Consumer Electronics,USA
MSON,"Misonix, Inc.",Healthcare,Medical Devices,USA
MSP,Datto Holding Corp.,Technology,Software - Application,USA
MSTR,MicroStrategy Incorporated,Technology,Software - Application,USA
MSVB,"Mid-Southern Bancorp, Inc.",Financial,Banks - Regional,USA
MT,ArcelorMittal,Basic Materials,Steel,Luxembourg
MTA,Metalla Royalty & Streaming Ltd.,Basic Materials,Other Precious Metals & Mining,Canada
MTAC,MedTech Acquisition Corporation,Financial,Shell Companies,USA
MTACU,MedTech Acquisition Corporation,Financial,Shell Companies,USA
MTB,M&T Bank Corporation,Financial,Banks - Regional,USA
MTBC,"CareCloud, Inc.",Healthcare,Health Information Services,USA
MTC,"Mmtec, Inc.",Technology,Software - Application,China
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,USA
MTCR,"Metacrine, Inc.",Healthcare,Biotechnology,USA
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,USA
MTDR,Matador Resources Company,Energy,Oil & Gas E&P,USA
MTEM,"Molecular Templates, Inc.",Healthcare,Biotechnology,USA
MTEX,"Mannatech, Incorporated",Consumer Defensive,Household & Personal Products,USA
MTG,MGIC Investment Corporation,Financial,Insurance - Specialty,USA
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction,USA
MTL,Mechel PAO,Basic Materials,Steel,Russia
MTLS,Materialise NV,Technology,Software - Application,Belgium
MTN,"Vail Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,USA
MTNB,"Matinas BioPharma Holdings, Inc.",Healthcare,Biotechnology,USA
MTOR,"Meritor, Inc.",Consumer Cyclical,Auto Parts,USA
MTP,Midatech Pharma plc,Healthcare,Biotechnology,United Kingdom
MTR,Mesa Royalty Trust,Energy,Oil & Gas E&P,USA
MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining,USA
MTRX,Matrix Service Company,Energy,Oil & Gas Equipment & Services,USA
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,USA
MTSL,Mer Telemanagement Solutions Ltd.,Communication Services,Telecom Services,Israel
MTW,"The Manitowoc Company, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
MTX,Minerals Technologies Inc.,Basic Materials,Chemicals,USA
MTZ,"MasTec, Inc.",Industrials,Engineering & Construction,USA
MU,"Micron Technology, Inc.",Technology,Semiconductors,USA
MUA,"BlackRock MuniAssets Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MUDS,Mudrick Capital Acquisition Corporation II,Financial,Shell Companies,USA
MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",Financial,Closed-End Fund - Debt,USA
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Financial,Banks - Diversified,Japan
MUI,"BlackRock Muni Intermediate Duration Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MUR,Murphy Oil Corporation,Energy,Oil & Gas E&P,USA
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,USA
MUX,McEwen Mining Inc.,Basic Materials,Other Precious Metals & Mining,Canada
MVBF,MVB Financial Corp.,Financial,Banks - Regional,USA
MVF,"BlackRock MuniVest Fund, Inc.",Financial,Asset Management,USA
MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments,USA
MVO,MV Oil Trust,Energy,Oil & Gas E&P,USA
MVT,"BlackRock MuniVest Fund II, Inc.",Financial,Closed-End Fund - Debt,USA
MWA,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery,USA
MX,Magnachip Semiconductor Corporation,Technology,Semiconductors,Luxembourg
MXC,Mexco Energy Corporation,Energy,Oil & Gas E&P,USA
MXE,Mexico Equity & Income Fund Inc.,Financial,Asset Management,Mexico
MXF,"The Mexico Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,USA
MXL,"MaxLinear, Inc.",Technology,Semiconductors,USA
MYC,"Blackrock MuniYield California Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MYD,"BlackRock MuniYield Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MYE,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,USA
MYFW,"First Western Financial, Inc.",Financial,Banks - Regional,USA
MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,USA
MYI,"BlackRock MuniYield Quality Fund III, Inc.",Financial,Closed-End Fund - Debt,USA
MYJ,"BlackRock MuniYield New Jersey Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MYMD,"MyMD Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
MYN,"BlackRock MuniYield New York Quality Fund, Inc.",Financial,Closed-End Fund - Debt,USA
MYO,"Myomo, Inc.",Healthcare,Medical Devices,USA
MYOV,Myovant Sciences Ltd.,Healthcare,Biotechnology,United Kingdom
MYRG,MYR Group Inc.,Industrials,Engineering & Construction,USA
MYSZ,"My Size, Inc.",Technology,Software - Application,Israel
MYT,"Urban Tea, Inc.",Consumer Cyclical,Restaurants,China
MYTE,MYT Netherlands Parent B.V.,Consumer Cyclical,Luxury Goods,Germany
NAAC,North Atlantic Acquisition Corporation,Financial,Shell Companies,USA
NAACU,North Atlantic Acquisition Corporation,Financial,Shell Companies,USA
NAC,Nuveen California Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA
NAD,Nuveen Quality Municipal Income Fund,Financial,Asset Management,USA
NAII,"Natural Alternatives International, Inc.",Consumer Defensive,Packaged Foods,USA
NAK,Northern Dynasty Minerals Ltd.,Basic Materials,Other Industrial Metals & Mining,Canada
NAKD,Naked Brand Group Limited,Consumer Cyclical,Apparel Manufacturing,New Zealand
NAN,Nuveen New York Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA
NAOV,"NanoVibronix, Inc.",Healthcare,Medical Devices,USA
NAPA,"The Duckhorn Portfolio, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,USA
NARI,"Inari Medical, Inc.",Healthcare,Medical Devices,USA
NAT,Nordic American Tankers Limited,Industrials,Marine Shipping,Bermuda
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,USA
NATI,National Instruments Corporation,Technology,Software - Application,USA
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,Household & Personal Products,USA
NAV,Navistar International Corporation,Industrials,Farm & Heavy Construction Machinery,USA
NAVB,"Navidea Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA
NAVI,Navient Corporation,Financial,Credit Services,USA
NAZ,Nuveen Arizona Quality Municipal Income Fund,Financial,Asset Management,USA
NBB,Nuveen Taxable Municipal Income Fund,Financial,Asset Management,USA
NBEV,"NewAge, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA
NBH,Neuberger Berman Municipal Fund Inc.,Financial,Asset Management,USA
NBHC,National Bank Holdings Corporation,Financial,Banks - Regional,USA
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,USA
NBN,Northeast Bank,Financial,Banks - Regional,USA
NBO,"Neuberger Berman New York Municipal Fund, Inc.",Financial,Asset Management,USA
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,Bermuda
NBRV,Nabriva Therapeutics plc,Healthcare,Biotechnology,Ireland
NBSE,"NeuBase Therapeutics, Inc.",Healthcare,Biotechnology,USA
NBSTU,Newbury Street Acquisition Corporation,Financial,Shell Companies,USA
NBTB,NBT Bancorp Inc.,Financial,Banks - Regional,USA
NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,France
NBW,Neuberger Berman California Municipal Fund Inc.,Financial,Asset Management,USA
NBY,"NovaBay Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
NC,"NACCO Industries, Inc.",Energy,Thermal Coal,USA
NCA,"Nuveen California Municipal Value Fund, Inc.",Financial,Closed-End Fund - Debt,USA
NCBS,"Nicolet Bankshares, Inc.",Financial,Banks - Regional,USA
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,USA
NCMI,"National CineMedia, Inc.",Communication Services,Advertising Agencies,USA
NCNA,NuCana plc,Healthcare,Biotechnology,United Kingdom
NCNO,"nCino, Inc.",Technology,Software - Application,USA
NCR,NCR Corporation,Technology,Information Technology Services,USA
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA
NCTY,The9 Limited,Communication Services,Electronic Gaming & Multimedia,China
NCV,Virtus AllianzGI Convertible & Income Fund,Financial,Closed-End Fund - Debt,USA
NCZ,Virtus AllianzGI Convertible & Income Fund II,Financial,Closed-End Fund - Debt,USA
NDAC,NightDragon Acquisition Corp.,Financial,Shell Companies,USA
NDACU,NightDragon Acquisition Corp.,Financial,Shell Companies,USA
NDAQ,"Nasdaq, Inc.",Financial,Financial Data & Stock Exchanges,USA
NDLS,Noodles & Company,Consumer Cyclical,Restaurants,USA
NDP,"Tortoise Energy Independence Fund, Inc.",Financial,Asset Management,USA
NDRA,ENDRA Life Sciences Inc.,Healthcare,Diagnostics & Research,USA
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,USA
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA
NEBCU,Nebula Caravel Acquisition Corp.,Financial,Shell Companies,USA
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,USA
NEGG,"Newegg Commerce, Inc.",Consumer Cyclical,Internet Retail,USA
NEM,Newmont Corporation,Basic Materials,Gold,USA
NEN,New England Realty Associates Limited Partnership,Real Estate,Real Estate - Diversified,USA
NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,USA
NEOG,Neogen Corporation,Healthcare,Diagnostics & Research,USA
NEON,Neonode Inc.,Technology,Electronic Components,Sweden
NEP,"NextEra Energy Partners, LP",Utilities,Utilities - Renewable,USA
NEPH,"Nephros, Inc.",Healthcare,Medical Instruments & Supplies,USA
NEPT,Neptune Wellness Solutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
NERV,"Minerva Neurosciences, Inc.",Healthcare,Biotechnology,USA
NES,"Nuverra Environmental Solutions, Inc.",Industrials,Waste Management,USA
NESR,National Energy Services Reunited Corp.,Energy,Oil & Gas Equipment & Services,USA
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,USA
NETE,"Net Element, Inc.",Technology,Software - Infrastructure,USA
NETI,Eneti Inc.,Industrials,Marine Shipping,Monaco
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,USA
NEV,Nuveen Enhanced Municipal Value Fund,Financial,Asset Management,USA
NEW,Puxin Limited,Consumer Defensive,Education & Training Services,China
NEWA,"Newater Technology, Inc.",Industrials,Waste Management,China
NEWR,"New Relic, Inc.",Technology,Software - Infrastructure,USA
NEWT,Newtek Business Services Corp.,Financial,Asset Management,USA
NEX,NexTier Oilfield Solutions Inc.,Energy,Oil & Gas Equipment & Services,USA
NEXA,Nexa Resources S.A.,Basic Materials,Other Industrial Metals & Mining,Luxembourg
NEXI,"NexImmune, Inc.",Healthcare,Biotechnology,USA
NEXT,NextDecade Corporation,Energy,Oil & Gas E&P,USA
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial,Banks - Regional,USA
NFE,New Fortress Energy Inc.,Utilities,Utilities - Regulated Gas,USA
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,USA
NFH,New Frontier Health Corporation,Healthcare,Medical Care Facilities,China
NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",Financial,Closed-End Fund - Equity,USA
NFLX,"Netflix, Inc.",Communication Services,Entertainment,USA
NG,NovaGold Resources Inc.,Basic Materials,Gold,Canada
NGAB,Northern Genesis Acquisition Corp. II,Financial,Shell Companies,USA
NGAC,NextGen Acquisition Corporation,Financial,Shell Companies,USA
NGACU,NextGen Acquisition Corporation,Financial,Shell Companies,USA
NGCAU,NextGen Acquisition Corp. II,Financial,Shell Companies,USA
NGD,New Gold Inc.,Basic Materials,Gold,Canada
NGG,National Grid plc,Utilities,Utilities - Diversified,United Kingdom
NGL,NGL Energy Partners LP,Energy,Oil & Gas Refining & Marketing,USA
NGM,"NGM Biopharmaceuticals, Inc.",Healthcare,Biotechnology,USA
NGMS,NeoGames S.A.,Communication Services,Electronic Gaming & Multimedia,Israel
NGS,"Natural Gas Services Group, Inc.",Energy,Oil & Gas Equipment & Services,USA
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Grocery Stores,USA
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,USA
NH,"NantHealth, Inc.",Healthcare,Health Information Services,USA
NHC,National HealthCare Corporation,Healthcare,Medical Care Facilities,USA
NHF,NexPoint Strategic Opportunities Fund,Financial,Closed-End Fund - Debt,USA
NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA
NHIC,NewHold Investment Corp.,Financial,Shell Companies,USA
NHICU,NewHold Investment Corp.,Financial,Shell Companies,USA
NHS,Neuberger Berman High Yield Strategies Fund Inc.,Financial,Asset Management,USA
NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,Hong Kong
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA
NICE,NICE Ltd.,Technology,Software - Application,Israel
NICK,"Nicholas Financial, Inc.",Financial,Credit Services,USA
NID,Nuveen Intermediate Duration Municipal Term Fund,Financial,Asset Management,USA
NIE,AllianzGI Equity & Convertible Income Fund,Financial,Asset Management,USA
NIM,Nuveen Select Maturities Municipal Fund,Financial,Closed-End Fund - Debt,USA
NIMC,NiSource Inc.,Utilities,Utilities - Regulated Gas,USA
NINE,"Nine Energy Service, Inc.",Energy,Oil & Gas Equipment & Services,USA
NIO,NIO Inc.,Consumer Cyclical,Auto Manufacturers,China
NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund,Financial,Asset Management,USA
NISN,"Nisun International Enterprise Development Group Co., Ltd",Industrials,Specialty Industrial Machinery,China
NIU,Niu Technologies,Consumer Cyclical,Auto Manufacturers,China
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas,USA
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,USA
NKG,Nuveen Georgia Quality Municipal Income Fund,Financial,Asset Management,USA
NKLA,Nikola Corporation,Consumer Cyclical,Auto Manufacturers,USA
NKSH,"National Bankshares, Inc.",Financial,Banks - Regional,USA
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,USA
NKTX,"Nkarta, Inc.",Healthcare,Biotechnology,USA
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,Financial,Asset Management,USA
NL,"NL Industries, Inc.",Industrials,Security & Protection Services,USA
NLOK,NortonLifeLock Inc.,Technology,Software - Infrastructure,USA
NLS,"Nautilus, Inc.",Consumer Cyclical,Leisure,USA
NLSN,Nielsen Holdings plc,Industrials,Consulting Services,USA
NLSP,NLS Pharmaceutics AG,Healthcare,Biotechnology,Switzerland
NLTX,"Neoleukin Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,USA
NM,Navios Maritime Holdings Inc.,Industrials,Marine Shipping,Cayman Islands
NMCO,Nuveen Municipal Credit Opportunities Fund,Financial,Closed-End Fund - Debt,USA
NMFC,New Mountain Finance Corporation,Financial,Asset Management,USA
NMI,"Nuveen Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
NMIH,"NMI Holdings, Inc.",Financial,Insurance - Property & Casualty,USA
NML,Neuberger Berman MLP and Energy Income Fund Inc.,Financial,Asset Management,USA
NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,Monaco
NMR,"Nomura Holdings, Inc.",Financial,Capital Markets,Japan
NMRD,Nemaura Medical Inc.,Healthcare,Medical Devices,USA
NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,USA
NMS,Nuveen Minnesota Quality Municipal Income Fund,Financial,Asset Management,USA
NMT,Nuveen Massachusetts Quality Municipal Income Fund,Financial,Closed-End Fund - Debt,USA
NMTR,"9 Meters Biopharma, Inc.",Healthcare,Biotechnology,USA
NMZ,Nuveen Municipal High Income Opportunity Fund,Financial,Asset Management,USA
NNA,Navios Maritime Acquisition Corporation,Energy,Oil & Gas Midstream,Monaco
NNBR,"NN, Inc.",Industrials,Conglomerates,USA
NNDM,Nano Dimension Ltd.,Technology,Computer Hardware,Israel
NNI,"Nelnet, Inc.",Financial,Credit Services,USA
NNN,"National Retail Properties, Inc.",Real Estate,REIT - Retail,USA
